frame,t_epoch,t_rel,len,plane,tunneled,teid,ip_in_src,ip_in_dst,l4_proto,sport,dport,proto,label
198,1780399128.417540000,27.960081000,273,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
199,1780399128.419054000,27.961595000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
200,1780399128.419054000,27.961595000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
201,1780399128.420064000,27.962605000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
202,1780399128.420064000,27.962605000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
203,1780399128.437465000,27.980006000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
204,1780399128.437469000,27.980010000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
205,1780399128.437499000,27.980040000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
206,1780399128.437500000,27.980041000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
207,1780399128.437509000,27.980050000,112,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56945,GTP/TCP,attack_tomcat_rce
208,1780399128.437510000,27.980051000,112,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56945,GTP/TCP,attack_tomcat_rce
209,1780399128.438323000,27.980864000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
210,1780399128.438323000,27.980864000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
211,1780399128.438335000,27.980876000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
212,1780399128.438335000,27.980876000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
213,1780399128.438399000,27.980940000,273,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/HTTP,attack_tomcat_rce
214,1780399128.438400000,27.980941000,273,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
215,1780399128.512866000,28.055407000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
216,1780399128.512871000,28.055412000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
217,1780399128.512923000,28.055464000,895,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56945,GTP/HTTP,attack_tomcat_rce
218,1780399128.512924000,28.055465000,895,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56945,GTP/TCP,attack_tomcat_rce
219,1780399128.513514000,28.056055000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
220,1780399128.513515000,28.056056000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
221,1780399128.514879000,28.057420000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
222,1780399128.514879000,28.057420000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
223,1780399128.547569000,28.090110000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
224,1780399128.547574000,28.090115000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
225,1780399128.547608000,28.090149000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56945,GTP/TCP,attack_tomcat_rce
226,1780399128.547609000,28.090150000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56945,GTP/TCP,attack_tomcat_rce
227,1780399128.547617000,28.090158000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56945,GTP/TCP,attack_tomcat_rce
228,1780399128.547618000,28.090159000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56945,GTP/TCP,attack_tomcat_rce
229,1780399128.547974000,28.090515000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
230,1780399128.547975000,28.090516000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
231,1780399128.547998000,28.090539000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
232,1780399128.547998000,28.090539000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56945,18009,GTP/TCP,attack_tomcat_rce
233,1780399136.326913000,35.869454000,100,control,0,,192.168.70.132,192.168.70.129,SCTP,38412,39959,SCTP,control_ngap
234,1780399136.326915000,35.869456000,100,control,0,,192.168.70.132,192.168.70.129,SCTP,38412,39959,SCTP,control_ngap
235,1780399136.326927000,35.869468000,100,control,0,,192.168.70.129,192.168.70.132,SCTP,39959,38412,SCTP,control_ngap
236,1780399136.326928000,35.869469000,100,control,0,,192.168.70.129,192.168.70.132,SCTP,39959,38412,SCTP,control_ngap
237,1780399137.582546000,37.125087000,136,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,41586,53,GTP/DNS,benign_background
238,1780399137.582552000,37.125093000,136,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,41586,53,GTP/DNS,benign_background
239,1780399137.589222000,37.131763000,254,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,41586,GTP/DNS,benign_background
240,1780399137.589222000,37.131763000,254,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,41586,GTP/DNS,benign_background
241,1780399137.607515000,37.150056000,112,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
242,1780399137.607520000,37.150061000,112,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
243,1780399137.722143000,37.264684000,112,user,1,0x7a3ba92d,20.42.65.94,12.1.1.132,TCP,443,51058,GTP/TCP,benign_background
244,1780399137.722144000,37.264685000,112,user,1,0x7a3ba92d,20.42.65.94,12.1.1.132,TCP,443,51058,GTP/TCP,benign_background
245,1780399137.742518000,37.285059000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
246,1780399137.742521000,37.285062000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
247,1780399137.832493000,37.375034000,297,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TLSv1.2,benign_background
248,1780399137.832496000,37.375037000,297,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
249,1780399137.948781000,37.491322000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
250,1780399137.948783000,37.491324000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
251,1780399137.948813000,37.491354000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
252,1780399137.948814000,37.491355000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
253,1780399137.949638000,37.492179000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
254,1780399137.949639000,37.492180000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
255,1780399137.949832000,37.492373000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
256,1780399137.949833000,37.492374000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
257,1780399137.949844000,37.492385000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
258,1780399137.949845000,37.492386000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
259,1780399137.949856000,37.492397000,1220,user,1,0x7a3ba92d,20.42.65.94,12.1.1.132,TCP,443,51058,GTP/SSL,benign_background
260,1780399137.949857000,37.492398000,1220,user,1,0x7a3ba92d,20.42.65.94,12.1.1.132,TCP,443,51058,GTP/TCP,benign_background
261,1780399137.967509000,37.510050000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
262,1780399137.967512000,37.510053000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
263,1780399137.967572000,37.510113000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
264,1780399137.967573000,37.510114000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
265,1780399138.052471000,37.595012000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
266,1780399138.052475000,37.595016000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
267,1780399138.062588000,37.605129000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
268,1780399138.062590000,37.605131000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
269,1780399138.062599000,37.605140000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
270,1780399138.062599000,37.605140000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
271,1780399138.062602000,37.605143000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
272,1780399138.062602000,37.605143000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
273,1780399138.062605000,37.605146000,258,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TLSv1.2,benign_background
274,1780399138.062605000,37.605146000,258,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
275,1780399138.107465000,37.650006000,124,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,41044,53,GTP/DNS,benign_background
276,1780399138.107467000,37.650008000,124,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,41044,53,GTP/DNS,benign_background
277,1780399138.114613000,37.657154000,191,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,41044,GTP/DNS,benign_background
278,1780399138.114613000,37.657154000,191,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,41044,GTP/DNS,benign_background
279,1780399138.147453000,37.689994000,112,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
280,1780399138.147455000,37.689996000,112,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
281,1780399138.178399000,37.720940000,151,user,1,0x7a3ba92d,20.42.65.94,12.1.1.132,TCP,443,51058,GTP/TLSv1.2,benign_background
282,1780399138.178399000,37.720940000,151,user,1,0x7a3ba92d,20.42.65.94,12.1.1.132,TCP,443,51058,GTP/TCP,benign_background
283,1780399138.212631000,37.755172000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
284,1780399138.212633000,37.755174000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
285,1780399138.212647000,37.755188000,1013,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TLSv1.2,benign_background
286,1780399138.212647000,37.755188000,1013,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
287,1780399138.265595000,37.808136000,112,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
288,1780399138.265596000,37.808137000,112,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
289,1780399138.282505000,37.825046000,100,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
290,1780399138.282509000,37.825050000,100,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
291,1780399138.327142000,37.869683000,552,user,1,0x7a3ba92d,20.42.65.94,12.1.1.132,TCP,443,51058,GTP/TLSv1.2,benign_background
292,1780399138.327143000,37.869684000,552,user,1,0x7a3ba92d,20.42.65.94,12.1.1.132,TCP,443,51058,GTP/TCP,benign_background
293,1780399138.347464000,37.890005000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
294,1780399138.347467000,37.890008000,100,user,1,0x00000001,12.1.1.132,20.42.65.94,TCP,51058,443,GTP/TCP,benign_background
295,1780399138.427583000,37.970124000,331,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TLSv1.2,benign_background
296,1780399138.427585000,37.970126000,331,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
297,1780399138.544333000,38.086874000,100,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
298,1780399138.544334000,38.086875000,100,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
299,1780399138.550925000,38.093466000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
300,1780399138.550925000,38.093466000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
301,1780399138.550946000,38.093487000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
302,1780399138.550946000,38.093487000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
303,1780399138.550994000,38.093535000,269,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/SSL,benign_background
304,1780399138.550994000,38.093535000,269,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
305,1780399138.577496000,38.120037000,100,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
306,1780399138.577499000,38.120040000,100,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
307,1780399138.622497000,38.165038000,101,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
308,1780399138.622500000,38.165041000,101,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
309,1780399138.627738000,38.170279000,112,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
310,1780399138.627739000,38.170280000,112,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
311,1780399138.682494000,38.225035000,175,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TLSv1.2,benign_background
312,1780399138.682497000,38.225038000,175,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
313,1780399138.682507000,38.225048000,106,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TLSv1.2,benign_background
314,1780399138.682507000,38.225048000,106,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
315,1780399138.692473000,38.235014000,145,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TLSv1.2,benign_background
316,1780399138.692475000,38.235016000,145,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
317,1780399138.799291000,38.341832000,100,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
318,1780399138.799292000,38.341833000,100,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
319,1780399138.808975000,38.351516000,151,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TLSv1.2,benign_background
320,1780399138.808976000,38.351517000,151,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
321,1780399138.812489000,38.355030000,101,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
322,1780399138.812492000,38.355033000,101,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
323,1780399138.817460000,38.360001000,112,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
324,1780399138.817460000,38.360001000,112,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
325,1780399138.842622000,38.385163000,330,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TLSv1.2,benign_background
326,1780399138.842625000,38.385166000,330,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
327,1780399138.950225000,38.492766000,112,user,1,0x7a3ba92d,18.192.147.71,12.1.1.132,TCP,8001,47430,GTP/TCP,benign_background
328,1780399138.950226000,38.492767000,112,user,1,0x7a3ba92d,18.192.147.71,12.1.1.132,TCP,8001,47430,GTP/TCP,benign_background
329,1780399138.967470000,38.510011000,112,user,1,0x00000001,12.1.1.132,18.192.147.71,TCP,47430,8001,GTP/TCP,benign_background
330,1780399138.967472000,38.510013000,112,user,1,0x00000001,12.1.1.132,18.192.147.71,TCP,47430,8001,GTP/TCP,benign_background
331,1780399138.972061000,38.514602000,704,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TLSv1.2,benign_background
332,1780399138.972062000,38.514603000,704,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
333,1780399138.997476000,38.540017000,100,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
334,1780399138.997479000,38.540020000,100,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
335,1780399138.997489000,38.540030000,131,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TLSv1.2,benign_background
336,1780399138.997489000,38.540030000,131,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
337,1780399139.000746000,38.543287000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56947,18009,GTP/TCP,attack_tomcat_rce
338,1780399139.000746000,38.543287000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56947,18009,GTP/TCP,attack_tomcat_rce
339,1780399139.002463000,38.545004000,112,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51308,443,GTP/TCP,benign_background
340,1780399139.002464000,38.545005000,112,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51308,443,GTP/TCP,benign_background
341,1780399139.017463000,38.560004000,112,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56947,GTP/TCP,attack_tomcat_rce
342,1780399139.017465000,38.560006000,112,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56947,GTP/TCP,attack_tomcat_rce
343,1780399139.017730000,38.560271000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56947,18009,GTP/TCP,attack_tomcat_rce
344,1780399139.017730000,38.560271000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56947,18009,GTP/TCP,attack_tomcat_rce
345,1780399139.017801000,38.560342000,269,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56947,18009,GTP/HTTP,attack_tomcat_rce
346,1780399139.017801000,38.560342000,269,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56947,18009,GTP/TCP,attack_tomcat_rce
347,1780399139.113853000,38.656394000,112,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
348,1780399139.113854000,38.656395000,112,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
349,1780399139.113872000,38.656413000,100,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
350,1780399139.113872000,38.656413000,100,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
351,1780399139.114003000,38.656544000,100,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
352,1780399139.114003000,38.656544000,100,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51307,GTP/TCP,benign_background
353,1780399139.121470000,38.664011000,112,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51308,GTP/TCP,benign_background
354,1780399139.121470000,38.664011000,112,user,1,0x7a3ba92d,128.24.70.119,12.1.1.132,TCP,443,51308,GTP/TCP,benign_background
355,1780399139.168812000,38.711353000,895,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56947,GTP/HTTP,attack_tomcat_rce
356,1780399139.168818000,38.711359000,895,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56947,GTP/TCP,attack_tomcat_rce
357,1780399139.169346000,38.711887000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56947,18009,GTP/TCP,attack_tomcat_rce
358,1780399139.169346000,38.711887000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56947,18009,GTP/TCP,attack_tomcat_rce
359,1780399139.303299000,38.845840000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
360,1780399139.303303000,38.845844000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
361,1780399139.303325000,38.845866000,100,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
362,1780399139.303326000,38.845867000,100,user,1,0x00000001,12.1.1.132,128.24.70.119,TCP,51307,443,GTP/TCP,benign_background
